Type,ambient_cabinet_temp_k,processing_unit_temp_k,cooling_fan_speed_rpm,mechanical_load_nm,component_wear_min,equipment_failure,component_wear_failure,thermal_dissipation_failure,power_delivery_failure,overload_stress_failure,random_node_failure,failure_type,temp_delta_k,cabinet_temp_c,processing_temp_c,estimated_power_load,wear_load_interaction,thermal_stress_index,cooling_efficiency_index,speed_torque_ratio
L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,none,9.900000000000034,25.25,35.150000000000034,6.15420942408377,7341.599999999999,395.01000000000136,4.7778138022127346,36.917292307837286
L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,none,9.900000000000034,25.25,35.150000000000034,6.358052356020942,7942.200000000001,422.7300000000015,4.612390513745084,33.30210694842841
M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,5.760083769633508,7068.8,368.4800000000004,4.74691757058106,38.90957343325603
M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,6.800418848167539,7831.0,401.80000000000047,5.139519775666711,38.63414539916719
L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,5.230366492146596,5238.0,264.6000000000003,6.0025956975905395,68.5185159807957
L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,5.792000000000001,7095.200000000001,354.76000000000045,4.957819581577484,42.209943585360676
H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,4.119643979057591,3920.4,194.04000000000022,6.447112243844542,100.35353028517522
M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,none,9.700000000000045,25.25,34.950000000000045,7.201047120418848,9338.0,446.2000000000021,4.852320659356311,32.499999293478275
H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,6.732251308900524,8961.0,426.3000000000005,4.795587265426388,33.97701071317217
M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,6.278534031413613,8440.0,392.00000000000045,4.863724838209849,37.474999063125026
L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,7.239476439790576,10058.0,460.60000000000053,4.772874741165235,31.29787167451337
L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,overload_stress_failure,9.800000000000011,25.25,35.05000000000001,8.148418848167541,13111.2,594.8600000000007,4.159636586114093,21.12026324348825
L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,overload_stress_failure,9.800000000000011,25.150000000000034,34.950000000000045,7.732732984293193,11401.4,512.5400000000005,4.582927606027498,26.99808743789508
L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,none,9.800000000000011,25.150000000000034,34.950000000000045,5.895602094240838,0.0,347.90000000000043,5.147679308186695,44.676055079547744
M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,6.732816753926701,87.6,429.24000000000046,4.763140802196169,33.515980969954775
M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,none,9.800000000000011,25.350000000000023,35.150000000000034,6.574240837696335,218.0,427.2800000000005,4.67077520379249,33.027522178267844
L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,none,9.899999999999977,25.350000000000023,35.25,4.7181151832460735,208.0,257.3999999999994,5.619325533011266,66.65384359023679
H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,5.502743455497383,326.0,319.48000000000036,5.230369872711324,49.44785124393095
H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,none,9.900000000000034,25.25,35.150000000000034,6.549549738219895,643.5,424.71000000000146,4.729159893839896,33.98601319379923
L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,power_delivery_failure,9.900000000000034,25.25,35.150000000000034,9.348261780104712,1246.0,616.7700000000021,4.648070046551832,23.00160476722946
L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,none,9.900000000000034,25.25,35.150000000000034,8.15641884816754,1300.2,585.0900000000021,4.275056749026738,22.30118405581753
M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,none,9.800000000000011,25.25,35.05000000000001,5.900523560209424,840.0,343.0000000000004,5.2238805800652806,45.999998685714324
L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,none,9.900000000000034,25.05000000000001,34.950000000000045,7.776921465968585,1371.6,502.9200000000017,4.745212577912325,28.779526992529
M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,none,9.899999999999977,24.950000000000045,34.85000000000002,4.190492146596859,603.2,205.91999999999953,6.24675322647158,92.49999555288483
M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,none,9.800000000000011,25.05000000000001,34.85000000000002,5.614314136125655,1078.4,330.2600000000004,5.165584398813038,47.210681091671184
L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,none,9.900000000000034,25.05000000000001,34.950000000000045,7.972753926701571,2040.5,577.170000000002,4.238883465631666,22.401371828449886
L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,none,9.900000000000034,25.05000000000001,34.950000000000045,6.294973821989529,1609.5,430.65000000000146,4.485556622896603,31.770114212181284
L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,none,9.900000000000034,25.05000000000001,34.950000000000045,5.879015706806284,1353.3000000000002,343.5300000000012,5.251541690192983,46.62824073117462
L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,none,10.0,25.05000000000001,35.05000000000001,4.454785340314136,877.4,214.0,6.450356890167564,92.89719192069197
L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,none,10.0,25.05000000000001,35.05000000000001,7.548397905759162,2158.6,502.0,4.659312119859468,28.605577119410814
L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,none,10.100000000000023,25.05000000000001,35.150000000000034,6.799916230366492,2241.0,502.9800000000011,4.229646434545422,26.184738430025334
L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,none,10.100000000000023,25.05000000000001,35.150000000000034,7.707068062827225,2345.2999999999997,503.99000000000115,4.78430098999578,29.55911764410586
H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,none,10.100000000000023,25.05000000000001,35.150000000000034,4.622073298429319,1185.8,244.42000000000056,5.916315258137154,75.37189771190505
M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,none,10.099999999999966,24.950000000000045,35.05000000000001,6.759183246073299,2597.4,485.80999999999835,4.354315365495408,27.90020732016201
L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,none,10.099999999999966,24.950000000000045,35.05000000000001,6.328743455497383,2319.9,411.06999999999863,4.818299789687542,36.48648559001264
L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,none,10.0,25.05000000000001,35.05000000000001,5.34138219895288,1805.4,306.0,5.4088254204775295,54.47712240270842
L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,none,10.0,25.05000000000001,35.05000000000001,5.784000000000001,2330.2000000000003,382.0,4.691758583089687,37.8534021504345
L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,none,10.199999999999989,24.950000000000045,35.150000000000034,7.628900523560209,3528.0,571.1999999999994,4.219915652870854,23.232142442283173
L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,6.223549738219895,2801.5,439.61999999999955,4.471465614554262,31.99535888641859
L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,5.650429319371728,2251.2000000000003,342.71999999999963,5.2058346670799525,47.797617625070906
M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,none,10.099999999999966,25.150000000000034,35.25,6.993989528795811,2994.6,438.3399999999985,4.990272357359688,35.460828676017776
L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,7.7175183246073304,3592.7999999999997,508.9799999999994,4.789234744522585,29.599197803623294
L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,6.035979057591623,2560.4,352.9199999999996,5.402075209461494,48.150287625714235
H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,7.5828691099476435,3936.7999999999997,528.3599999999993,4.533073915262406,26.98841646740509
H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,6.079455497382199,2802.6,352.9199999999996,5.440985715171902,48.497108424939064
M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,power_delivery_failure,10.300000000000011,25.05000000000001,35.35000000000002,3.00048167539267,920.1999999999999,110.21000000000011,8.680713099900444,250.28035044108879
L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,6.527089005235601,3818.1,437.5799999999995,4.709886532544938,33.8694630799659
H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,7.422408376963351,4504.5,509.8500000000006,4.640311067270541,28.929292344862784
M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,6.53971727748691,3926.3999999999996,417.1800000000018,4.94815293276684,37.33496241234811
L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,none,10.300000000000011,25.25,35.55000000000001,5.819895287958115,3465.0,360.5000000000004,5.144152882591018,45.37142727510208
L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,7.067465968586387,4757.1,480.4200000000022,4.643551507959975,30.42462780414803
L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,5.896858638743455,3605.0,357.0000000000016,5.213869069300489,45.97142725795923
L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,6.79476439790576,4326.0,420.23999999999955,5.105348443742793,38.228154411938
M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,none,10.100000000000023,25.25,35.35000000000002,6.1157277486911,3819.9,360.57000000000085,5.30307939934172,45.8263292485622
L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,none,10.100000000000023,25.25,35.35000000000002,5.913193717277487,4169.0,382.7900000000009,4.829821702334452,39.31398313155718
L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,none,10.100000000000023,25.25,35.35000000000002,5.979560209424084,3673.5999999999995,331.2800000000007,5.6434359622579064,53.07926667441261
M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,none,10.100000000000023,25.350000000000023,35.450000000000045,7.458848167539267,6042.0,535.3000000000012,4.355152286600284,25.35849008757566
L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,none,10.199999999999989,25.350000000000023,35.55000000000001,5.9474031413612565,4130.099999999999,360.05999999999955,5.212180093255005,45.580735252670394
M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,power_delivery_failure,10.300000000000011,25.25,35.55000000000001,9.031905759162303,7223.3,625.2100000000007,4.603174588263121,23.4102137823688
L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,6.114104712041885,4477.400000000001,374.3400000000017,5.155541136890664,43.351497456362466
L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,6.805026178010471,5456.0,448.800000000002,4.786130898295104,33.56818105526862
L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,none,10.300000000000011,25.25,35.55000000000001,5.757099476439791,4548.6,371.83000000000044,4.933592468631058,42.18836448231677
L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,none,10.199999999999989,25.350000000000023,35.55000000000001,5.590837696335078,4339.2,345.7799999999996,5.102040799799026,46.460175620643795
H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,none,10.300000000000011,25.25,35.55000000000001,7.4447748691099465,6877.0,544.8700000000006,4.353741482495169,25.406426740899306
L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,none,10.300000000000011,25.25,35.55000000000001,6.516376963350785,6061.5,462.4700000000005,4.4897959038231425,30.86859619446334
M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,6.172973821989529,5082.7,382.13000000000045,5.149060255511794,42.83018752479279
L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,6.5323979057591615,5642.0,415.09000000000043,5.01620218724497,38.41190971682607
L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,6.0116963350785335,5438.599999999999,394.4900000000004,4.857420593462668,39.13838017915457
L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,5.506010471204188,4550.400000000001,322.31999999999965,5.393841149452703,52.6582261817017
L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,5.7728481675392675,5562.6,392.43000000000046,4.688917677612062,37.97900162784773
M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,6.937256544502618,6837.6,471.2399999999995,4.6482982021124855,31.03896036712207
L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,7.813947643979057,7957.700000000001,537.5399999999994,4.589951362755425,26.869069698879134
H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,none,10.100000000000023,25.25,35.35000000000002,4.6488062827225125,3717.9,245.43000000000055,5.9222041947416395,75.18518209114477
L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,6.144502617801047,7110.0,459.00000000000205,4.225534659022895,28.977777133827175
L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,none,10.200000000000045,25.25,35.450000000000045,5.651685863874345,5504.0,350.88000000000153,5.084251441723099,45.6104637903935
L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,4.859811518324608,4746.6,301.79000000000036,5.132858052064621,54.06143160199892
L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,7.672837696335078,8823.199999999999,548.7599999999993,4.414910844684243,25.31598465955419
L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,none,10.099999999999966,25.150000000000034,35.25,6.8467853403141365,8167.200000000001,496.91999999999837,4.309338507427567,27.012194572922873
L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,5.817581151832461,6064.8,368.21999999999963,4.988654765028672,42.63157776643829
M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,6.328366492146597,6307.0,378.4199999999996,5.2803889618139745,43.90835461163465
L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,none,10.199999999999989,25.150000000000034,35.35000000000002,5.185717277486912,5570.6,328.43999999999966,4.98541327395328,47.76397367192628
L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,none,10.300000000000011,25.150000000000034,35.450000000000045,5.721047120418848,6089.999999999999,358.44000000000034,5.087491882412534,45.11494123232928
L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,none,10.099999999999966,25.150000000000034,35.25,6.354429319371728,7628.7,435.3099999999985,4.565499336687746,32.6682126991134
L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,7.097633507853404,8520.4,485.51999999999947,4.617380010968288,29.915965758067948
L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,5.525528795811518,6316.9,355.97999999999956,4.902723719511273,43.323780993587945
L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,none,10.199999999999989,25.05000000000001,35.25,6.639392670157068,7850.7,437.5799999999995,4.792477286665119,34.45221364913255
M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,none,10.199999999999989,24.950000000000045,35.150000000000034,5.928376963350786,6234.500000000001,343.73999999999967,5.4492377377579055,49.851630568200875
L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,none,10.199999999999989,24.950000000000045,35.150000000000034,6.058272251308901,7275.6,394.7399999999996,4.849172867826232,38.63048995786848
M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,none,10.100000000000023,24.850000000000023,34.950000000000045,5.947979057591623,6954.0,369.6600000000008,5.037325527305012,42.4043704261101
L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,none,10.200000000000045,24.75,34.950000000000045,7.336952879581151,9707.9,513.0600000000022,4.521259316711265,27.693836427557926
L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,5.161947643979058,5967.0,312.11999999999966,5.227125226388303,52.64705710303735
M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,none,10.100000000000023,24.850000000000023,34.950000000000045,7.234806282722514,10165.2,521.1600000000012,4.345991547075652,25.94961190020132
L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,none,10.100000000000023,24.850000000000023,34.950000000000045,4.521581151832461,4860.0,245.43000000000055,5.767607900786731,73.12756900709591
L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,overload_stress_failure,10.199999999999989,24.850000000000023,35.05000000000001,8.2997277486911,11877.599999999999,599.7599999999993,4.3737832434335395,22.925169678143376
L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.658869109947644,8996.4,449.81999999999954,4.678779997797599,32.698411956952114
M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,7.172198952879581,10114.6,500.8199999999995,4.52628162061557,28.411404716672003
M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,none,10.200000000000045,24.75,34.950000000000045,5.349507853403141,6562.599999999999,320.2800000000014,5.280752985132252,51.815284974035514
L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,none,10.200000000000045,24.75,34.950000000000045,5.559947643979058,7102.0,341.7000000000015,5.144433608748998,47.31343142347966
L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.998900523560209,9737.0,464.09999999999945,4.766385448519191,32.285713576138164
L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,overload_stress_failure,10.300000000000011,24.850000000000023,35.150000000000034,8.100691099476439,12268.8,585.0400000000006,4.41777488025373,23.97887281727337
L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,overload_stress_failure,10.300000000000011,24.850000000000023,35.150000000000034,8.268167539267015,12251.6,578.8600000000007,4.5572494175892,24.99999955516015
L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,none,10.300000000000011,24.850000000000023,35.150000000000034,5.6908272251308905,0.0,336.8100000000004,5.3908530477104994,50.82568651909215
M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.5394345549738215,85.2,434.5199999999995,4.756651509550125,34.413144732085804
L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.072879581151832,179.0,365.15999999999957,5.256327043295499,45.25139538403924
L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.848942408376963,337.40000000000003,491.6399999999995,4.402985060340736,28.1535263868563
L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.008439790575916,341.09999999999997,386.57999999999953,4.912394533055177,39.94722849743461
L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,none,10.199999999999989,24.850000000000023,35.05000000000001,6.299015706806283,444.4,412.07999999999953,4.831278374979629,36.85643473127637
L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,none,10.199999999999989,24.950000000000045,35.150000000000034,8.780418848167539,819.0,642.5999999999992,4.317223469616531,21.12698379163518
L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,none,10.0,24.850000000000023,34.85000000000002,4.988743455497382,442.5,295.0,5.243506476482122,54.745760856075904
